slug,title,pack_term,required_sections_complete,min_internal_links_met,sources_complete,metadata_complete,slug_valid,no_dead_links,language_redlines_ok,no_duplicate_conflict,search_indexed,pack_coverage_ok,score,rating
"wirkungstraeger","Wirkungsträger",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wirkungstransparenzbericht","Wirkungstransparenzbericht",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsumsatzsteuer","Wirkungsumsatzsteuer",false,1,0,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsverantwortung","Wirkungsverantwortung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsvermietung","Wirkungsvermietung",false,1,0,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungswahrheit","Wirkungswahrheit",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungswert","Wirkungswert",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungswertschoepfung","Wirkungswertschöpfung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wirkungszurechnung","Wirkungszurechnung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirtschaftsliberalismus","Wirtschaftsliberalismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wix-vi","WIX-VI",false,1,0,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"woek-id","WÖk-ID",true,1,1,1,1,1,1,1,1,1,1,10,"veroeffentlichungsreif"
"wohlfahrtsoekonomie","Wohlfahrtsökonomie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wohlfahrtsstaat","Wohlfahrtsstaat",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wohnwirkung","Wohnwirkung",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wstg","WStG",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wu-wei","Wu Wei / Nicht-Erzwingen",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wustg","WUStG",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"xbrl","XBRL",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"xenophobie","Xenophobie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"youth-jugendbeteiligung","Youth / Jugendbeteiligung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"zeitwirkung","Zeitwirkung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"zementverwertung-rotorblaetter","Zementverwertung Rotorblätter",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"zentralverwaltungswirtschaft","Zentralverwaltungswirtschaft",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"zero-waste","Null-Abfall / Zero Waste",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"zielkonflikt","Zielkonflikt",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"zirkulaeres-geschaeftsmodell","Zirkuläres Geschäftsmodell",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"zirkularitaet","Zirkularität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"zirkularitaetsindikator","Circularity Indicator / Zirkularitätsindikator",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"zivilgesellschaft","Zivilgesellschaft",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"zivilgesellschaftsrepression","Zivilgesellschaftsrepression",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"zugangsgerechtigkeit","Zugangsgerechtigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"zukunftsbild","Zukunftsbild",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"zukunftsfaehigkeit","Zukunftsfähigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"zurechnung-ohne-scheingenauigkeit","Zurechnung ohne Scheingenauigkeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"zyklenfestigkeit","Zyklenfestigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"oeffentlichkeit-als-wirkungsraum","Öffentlichkeit als Wirkungsraum",true,0,1,1,1,1,0,0,1,1,1,7,"nacharbeiten"
"plattformlogik-und-algorithmen","Plattformlogik und Algorithmen",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"framing-sprache-tonalitaet","Framing / Sprache / Tonalität",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"desinformation","Desinformation",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"diskurskultur","Diskurskultur",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"creator-als-oeffentliche-akteure","Creator als öffentliche Akteure",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"host-wirkung","Host-Wirkung",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"moderation-und-community-dynamik","Moderation und Community-Dynamik",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kultur-als-resonanzsystem","Kultur als Resonanzsystem",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"erinnerungskultur","Erinnerungskultur",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"digitalisierung-als-infrastruktur-der-wirkungsoekonomie","Digitalisierung als Infrastruktur der Wirkungsökonomie",true,0,1,1,1,1,0,0,1,1,1,7,"nacharbeiten"
"cyberresilienz","Cyberresilienz",true,0,1,1,1,1,0,0,1,1,1,7,"nacharbeiten"
"wissenschaft-als-wirkungsinfrastruktur","Wissenschaft als Wirkungsinfrastruktur",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsorientierte-forschung-und-innovation","Wirkungsorientierte Forschung und Innovation",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"open-science","Open Science",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wissensrat","Wissensrat",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsrecht","Wirkungsrecht",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"rechtsprechung-als-korrekturinstanz","Rechtsprechung als Korrekturinstanz",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wissenschaftliche-politikberatung","Wissenschaftliche Politikberatung",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"oeffentliche-statistik","Öffentliche Statistik",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"verhaeltnismaessigkeit-nach-wirkung","Verhältnismäßigkeit nach Wirkung",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"europa-als-wirkungsraum","Europa als Wirkungsraum",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsbasierter-handel","Wirkungsbasierter Handel",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"cbam-und-grenzausgleich","CBAM und Grenzausgleich",true,0,1,1,1,1,0,0,1,1,1,7,"nacharbeiten"
"wirkungsgovernance","Wirkungsgovernance",true,0,1,1,1,1,0,0,1,1,1,7,"nacharbeiten"
"kulturelle-anschlussfaehigkeit","Kulturelle Anschlussfähigkeit",true,0,1,1,1,1,0,0,1,1,1,7,"nacharbeiten"
"globale-resilienz","Globale Resilienz",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"internationale-krisenvorsorge","Internationale Krisenvorsorge",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"daten-und-fruehwarnkooperation","Daten- und Frühwarnkooperation",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"gemeinsame-zukunftssicherung","Gemeinsame Zukunftssicherung",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"globale-makro-wirkungsrisiken","Globale Makro-Wirkungsrisiken",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"umsetzungspfad","Umsetzungspfad",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"pilotprojekte","Pilotprojekte",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsoekonomie-im-alltag","Wirkungsökonomie im Alltag",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"politische-uebergangspfade","Politische Übergangspfade",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungs-konversion-von-altkapital","Wirkungs-Konversion von Altkapital",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"widerstand-gegen-neue-massstaebe","Widerstand gegen neue Maßstäbe",true,1,1,1,1,1,0,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sdgs-und-verschwoerungsnarrative","SDGs und Verschwörungsnarrative",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"technokratie-ueberwachung-social-credit","Technokratie / Überwachung / Social Credit",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungssimulation","Wirkungssimulation",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"freiheit-markt-planwirtschaftsvorwurf","Freiheit / Markt / Planwirtschaftsvorwurf",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"fehlbarkeit-der-wirkungsoekonomie","Fehlbarkeit der Wirkungsökonomie",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"messgrenzen-und-unsicherheit","Messgrenzen und Unsicherheit",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"zielkonflikte","Zielkonflikte",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"versionierung-statt-dogma","Versionierung statt Dogma",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"evaluation-und-reversibilitaet","Evaluation und Reversibilität",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"alltag-2035","Alltag 2035",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"unternehmen-2035","Unternehmen 2035",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"staat-2035","Staat 2035",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"globale-ordnung-2050","Globale Ordnung 2050",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"neue-ordnung-des-wohlstands","Neue Ordnung des Wohlstands",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
