WOK_ID,SDG_or_SDGplus,Target,Indikatorfamilie,Item,Definition,Einheit,Polarity,Rule_ID,Schwellen,Schwellenkategorie,Schwellenstatus,Grenzwertbasis,Benchmarkbedarf,Quelle_detail,Quellenfunktion,Quellenstatus,Source_IDs,NACE_Legacy,NACE_Version,NACE_Rev2.1,NACE_Status,Systemgrenze,Berechnungslogik,Datenqualitätsanforderung,Assurance_Anforderung,Fachlogik_Status,Prüfpriorität,Prüfhinweis,Version,Gültig_ab,Gültig_bis
WOK-G-131,SDG 6 – Wasser,6.b,Wasser‑Governance & Rechte,Wasser‑Governance & Rechte – Antikorruption,Bestätigte Fälle/1.000 FTE,Fälle/1.000 FTE,lower_is_better,R01,"0:+3; ≤0,2:+2; ≤0,5:0; ≤1:‑2; >1:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-AB,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-G-132,SDG 6 – Wasser,6.b,Wasser‑Governance & Rechte,Wasser‑Governance & Rechte – Whistleblowing,Wirksamkeits‑Score,0–1,higher_is_better,R16,"≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-AB,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-G-133,SDG 6 – Wasser,6.b,Wasser‑Governance & Rechte,Wasser‑Governance & Rechte – Steuertransparenz,CbCR‑Offenlegung,0–1,higher_is_better,R08,vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2,Qualitativ,Assurance und Kriterienkatalog erforderlich,WÖk-interne Kategorien,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-AB,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Dokumentierter Kriterienkatalog; nachvollziehbare Evidenz; DQR A/B bevorzugt,Unabhängige Fachprüfung/Limited Assurance; bei roten Linien Reasonable Assurance,Prüfung/Parametrisierung erforderlich,Hoch,Die Kategorie −3 fehlt; Vollständigkeit und Wirksamkeit sind feldspezifisch zu definieren.,v1.4,2026-08-16,
WOK-E-137,SDG 7 – Energie,7.2,Erneuerbare Energien,Erneuerbare Energien – EE‑Anteil,Anteil erneuerbarer Energien am Strombezug,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,EE‑Anteil = EE‑Strom (inkl. PPA/HKN) / Gesamtstrom.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-138,SDG 7 – Energie,7.2,Erneuerbare Energien,Erneuerbare Energien – Intensität,Energie je Output/Umsatz,kWh/€ Mio bzw. kWh/t,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-139,SDG 7 – Energie,7.2,Erneuerbare Energien,Erneuerbare Energien – Effizienz (PUE)*,Effizienz Rechenzentrum/IT‑Betrieb (falls zutreffend),PUE,lower_is_better,R09,"≤1,2:+3; 1,21–1,4:+2; 1,41–1,6:0; 1,61–1,8:‑2; >1,8:‑3",Feste WÖk-Kalibrierung,Messstandard belegt; Klassen sind WÖk-Kalibrierung,PUE-Messung nach ISO/IEC 30134-2; Klassen intern,Optional/Nein,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,ISO-14067; ISO-50001; ISO-45001; ISO-22301; ISO-27701; ISO-23894,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,PUE = Gesamtstrom RZ / IT‑Last (ISO/IEC 30134‑2).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Klimazone und Rechenzentrumstyp sind bei der Validierung zu berücksichtigen.,v1.4,2026-08-16,
WOK-E-140,SDG 7 – Energie,7.3,Energieeffizienz,Energieeffizienz – EE‑Anteil,Anteil erneuerbarer Energien am Strombezug,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,EE‑Anteil = EE‑Strom (inkl. PPA/HKN) / Gesamtstrom.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-141,SDG 7 – Energie,7.3,Energieeffizienz,Energieeffizienz – Intensität,Energie je Output/Umsatz,kWh/€ Mio bzw. kWh/t,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-142,SDG 7 – Energie,7.3,Energieeffizienz,Energieeffizienz – Effizienz (PUE)*,Effizienz Rechenzentrum/IT‑Betrieb (falls zutreffend),PUE,lower_is_better,R09,"≤1,2:+3; 1,21–1,4:+2; 1,41–1,6:0; 1,61–1,8:‑2; >1,8:‑3",Feste WÖk-Kalibrierung,Messstandard belegt; Klassen sind WÖk-Kalibrierung,PUE-Messung nach ISO/IEC 30134-2; Klassen intern,Optional/Nein,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,ISO-14067; ISO-50001; ISO-45001; ISO-22301; ISO-27701; ISO-23894,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,PUE = Gesamtstrom RZ / IT‑Last (ISO/IEC 30134‑2).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Klimazone und Rechenzentrumstyp sind bei der Validierung zu berücksichtigen.,v1.4,2026-08-16,
WOK-POL-101,SDG 7 – Energie,7.2,Spezifische Emissionen Strom,Spezifische Emissionen Strom – Spezifische Emissionen,CO₂e je kWh (LCA),g CO₂e/kWh,lower_is_better,R10,≤100:+3; 101–250:0; >250:‑2,Feste WÖk-Grobkalibrierung,Klassen +2 und −3 fehlen,WÖk-interne Grobkalibrierung,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-TAX,D35 Stromerzeugung/Netze,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Technologie-/Aktivitätsklasse; Anlagen-, Netz- oder Flottengrenze ausweisen",Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Automatik bildet nur die explizit vorhandenen Klassen ab.,v1.4,2026-08-16,
WOK-POL-102,SDG 7 – Energie,7.2,Spezifische Emissionen Strom,Spezifische Emissionen Strom – DNSH‑Konformität,‚Do No Significant Harm‘ erfüllt,% Aktivitäten,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-TAX,D35 Stromerzeugung/Netze,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Technologie-/Aktivitätsklasse; Anlagen-, Netz- oder Flottengrenze ausweisen",EU‑Taxonomie: TSC erfüllt & DNSH + MSR; Anteil konformer Aktivitäten.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-POL-103,SDG 7 – Energie,7.2,Spezifische Emissionen Strom,Spezifische Emissionen Strom – TSC‑Schwellen,Anteil unter technischen TSC‑Grenzen,% Aktivitäten,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-TAX,D35 Stromerzeugung/Netze,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Technologie-/Aktivitätsklasse; Anlagen-, Netz- oder Flottengrenze ausweisen",EU‑Taxonomie: TSC erfüllt & DNSH + MSR; Anteil konformer Aktivitäten.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-P-113,SDG 7 – Energie,7.3,Energieeffizienz Produkte,Energieeffizienz Produkte – PCF,CO₂‑Fußabdruck pro Einheit,kg CO₂e/Einheit,lower_is_better,R07,Top‑10%:+3; ±Benchmark:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Produktgruppe/Region/Technologie,Ja,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,ISO-14067; EU-ESRS; GRI; EU-WEEE; DE-VERPACKG; EU-PPWR,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Produkt/Funktionseinheit; Lebenszyklusgrenze mindestens cradle-to-gate, bei Nutzungs-/End-of-Life-Relevanz cradle-to-grave",PCF gemäß ISO 14067/PEF; Well‑to‑Gate + Nutzung falls zutreffend.,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,Produktspezifische Referenzpopulation erforderlich.,v1.4,2026-08-16,
WOK-P-114,SDG 7 – Energie,7.3,Energieeffizienz Produkte,Energieeffizienz Produkte – Reparierbarkeit,Reparierbarkeitsindex,Score 0–10,higher_is_better,R24,"≥8:+3; 6–7,9:+2; 4–5,9:0; 2–3,9:‑2; <2:‑3",Produktspezifische Indexkalibrierung,Indexsystem und Produktgruppe müssen ausgewiesen werden,FR-/EU-Reparierbarkeitssystem je Produktgruppe,Optional/Nein,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD",Produktspezifischer Rechts-/Indexrahmen; System und Produktgruppe explizit auswählen,Teilbelegt – produktspezifisch zu validieren,FR-REPAIR; EU-REPAIR; EU-ESPR,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Produkt/Funktionseinheit; Lebenszyklusgrenze mindestens cradle-to-gate, bei Nutzungs-/End-of-Life-Relevanz cradle-to-grave","EU/FR‑Reparierbarkeitsindex: Zerlegbarkeit, Ersatzteile, Doku.","Primärdaten oder qualitätsgesicherte Sekundärdaten; Methode, Zeitraum und Systemgrenze dokumentieren",Limited Assurance; bei materieller Steuerwirkung risikobasiert vertiefen,Produktspezifische bzw. lokale Prüfung erforderlich,Hoch,"Indexsystem, Produktgruppe und Rechtsstand festlegen. Französischer Index und EU-Score sind nicht pauschal austauschbar.",v1.4,2026-08-16,
WOK-P-115,SDG 7 – Energie,7.3,Energieeffizienz Produkte,Energieeffizienz Produkte – Rücknahme/Recycling,Rücknahme‑/Recyclingquote,%,higher_is_better,R22,≥70:+3; 50–69:+2; 30–49:0; 15–29:‑2; <15:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; EU-WEEE; DE-VERPACKG; EU-PPWR,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Produkt/Funktionseinheit; Lebenszyklusgrenze mindestens cradle-to-gate, bei Nutzungs-/End-of-Life-Relevanz cradle-to-grave",Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-RE-110,SDG 7 – Energie,7.3,Gebäude‑Energieperformance,Gebäude‑Energieperformance – Betriebsenergie,Endenergiebedarf,kWh/m²a,lower_is_better,R05,Top 15%:+3; +15–30%:+2; +31–60%:0; >+60%:‑2/‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-EPBD; CEN-15978,L68 Immobilien; F41/F42 Bau,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Gebäude/Standort; Betrieb plus relevante Lebenszyklusmodule,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,Die Grenze >+60 % ist derzeit nicht eindeutig in −2/−3 aufgelöst.,v1.4,2026-08-16,
WOK-RE-111,SDG 7 – Energie,7.3,Gebäude‑Energieperformance,Gebäude‑Energieperformance – Graue Emissionen,Embodied Carbon (A1–A3),kg CO₂e/m²,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,CEN-15978; ISO-14067,L68 Immobilien; F41/F42 Bau,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Gebäude/Standort; Betrieb plus relevante Lebenszyklusmodule,Embodied Carbon gem. EN 15978 (A1–A3 ggf. A4–A5); kg CO₂e/m².,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-RE-112,SDG 7 – Energie,7.3,Gebäude‑Energieperformance,Gebäude‑Energieperformance – ÖPNV‑Erreichbarkeit,Transit‑Score,0–1,higher_is_better,R14,"≥0,8:+3; 0,6–0,79:+2; 0,4–0,59:0; 0,2–0,39:‑2; <0,2:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD","Lokale Primärdaten; Datenhalter, Layer, Zeitraum und Methodik je Fall ergänzen",Platzhalter – konkrete Datenquelle fehlt,DATA-GIS,L68 Immobilien; F41/F42 Bau,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Gebäude/Standort; Betrieb plus relevante Lebenszyklusmodule,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,"Primärdaten oder qualitätsgesicherte Sekundärdaten; Methode, Zeitraum und Systemgrenze dokumentieren",Limited Assurance; bei materieller Steuerwirkung risikobasiert vertiefen,Produktspezifische bzw. lokale Prüfung erforderlich,Hoch,"Konkreten Datenhalter, GIS-Layer, Stichtag und Methodik ergänzen. Vollständige fünfstufige numerische Regel.",v1.4,2026-08-16,
WOK-SYS-116,SDG 7 – Energie,7.1,Energie‑Armut adressieren,Energie‑Armut adressieren – Index,umsatzgewichteter Index (z. B. Demokratie/Rule of Law),0–1,higher_is_better,R15,"≥0,8:+3; 0,7–0,79:+2; 0,6–0,69:0; 0,5–0,59:‑2; <0,5:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD",Methodischer Platzhalter; konkrete Fach- und Primärdatenquelle erforderlich,Platzhalter – fachliche Operationalisierung offen,INT-WOEK-TSROI; SVI-SROI; UN-SDG,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Programm/Portfolio/Systemraum; Empfängergruppe, Region und Zeitraum explizit definieren",Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Kritische Schablonenabweichung – Indikator und Definition fachlich neu zu entwerfen,Kritisch,Item-Bezeichnung und Messdefinition passen nicht ausreichend zusammen. SROI/SDG 17 ist keine hinreichend konkrete Mess- oder Schwellenquelle. Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
